 [0.458333 -0.125000 0.000000]
 [0.441337 -0.125000 0.123657]
 [0.391609 -0.125000 0.238143]
 [0.312837 -0.125000 0.334966]
 [0.210863 -0.125000 0.406947]
 [0.093251 -0.125000 0.448747]
 [-0.031278 -0.125000 0.457265]
 [-0.153486 -0.125000 0.431870]
 [-0.264312 -0.125000 0.374445]
 [-0.355534 -0.125000 0.289249]
 [-0.420389 -0.125000 0.182600]
 [-0.454064 -0.125000 0.062410]
 [-0.454064 -0.125000 -0.062410]
 [-0.420389 -0.125000 -0.182600]
 [-0.355534 -0.125000 -0.289249]
 [-0.264312 -0.125000 -0.374445]
 [-0.153486 -0.125000 -0.431870]
 [-0.031278 -0.125000 -0.457265]
 [0.093251 -0.125000 -0.448747]
 [0.210863 -0.125000 -0.406947]
 [0.312837 -0.125000 -0.334966]
 [0.391609 -0.125000 -0.238143]
 [0.441337 -0.125000 -0.123657]
 [0.416667 -0.250000 0.000000]
 [0.396274 -0.250000 0.128757]
 [0.337090 -0.250000 0.244911]
 [0.244911 -0.250000 0.337090]
 [0.128757 -0.250000 0.396274]
 [0.000000 -0.250000 0.416667]
 [-0.128757 -0.250000 0.396274]
 [-0.244911 -0.250000 0.337090]
 [-0.337090 -0.250000 0.244911]
 [-0.396274 -0.250000 0.128757]
 [-0.416667 -0.250000 0.000000]
 [-0.396274 -0.250000 -0.128757]
 [-0.337090 -0.250000 -0.244911]
 [-0.244911 -0.250000 -0.337090]
 [-0.128757 -0.250000 -0.396274]
 [-0.000000 -0.250000 -0.416667]
 [0.128757 -0.250000 -0.396274]
 [0.244911 -0.250000 -0.337090]
 [0.337090 -0.250000 -0.244911]
 [0.396274 -0.250000 -0.128757]
 [0.375000 -0.375000 0.000000]
 [0.352385 -0.375000 0.128258]
 [0.287267 -0.375000 0.241045]
 [0.187500 -0.375000 0.324760]
 [0.065118 -0.375000 0.369303]
 [-0.065118 -0.375000 0.369303]
 [-0.187500 -0.375000 0.324760]
 [-0.287267 -0.375000 0.241045]
 [-0.352385 -0.375000 0.128258]
 [-0.375000 -0.375000 0.000000]
 [-0.352385 -0.375000 -0.128258]
 [-0.287267 -0.375000 -0.241045]
 [-0.187500 -0.375000 -0.324760]
 [-0.065118 -0.375000 -0.369303]
 [0.065118 -0.375000 -0.369303]
 [0.187500 -0.375000 -0.324760]
 [0.287267 -0.375000 -0.241045]
 [0.352385 -0.375000 -0.128258]
 [0.333333 -0.500000 0.000000]
 [0.307960 -0.500000 0.127561]
 [0.235702 -0.500000 0.235702]
 [0.127561 -0.500000 0.307960]
 [0.000000 -0.500000 0.333333]
 [-0.127561 -0.500000 0.307960]
 [-0.235702 -0.500000 0.235702]
 [-0.307960 -0.500000 0.127561]
 [-0.333333 -0.500000 0.000000]
 [-0.307960 -0.500000 -0.127561]
 [-0.235702 -0.500000 -0.235702]
 [-0.127561 -0.500000 -0.307960]
 [-0.000000 -0.500000 -0.333333]
 [0.127561 -0.500000 -0.307960]
 [0.235702 -0.500000 -0.235702]
 [0.307960 -0.500000 -0.127561]
 [0.291667 -0.625000 0.000000]
 [0.262783 -0.625000 0.126549]
 [0.181851 -0.625000 0.228034]
 [0.064902 -0.625000 0.284354]
 [-0.064902 -0.625000 0.284354]
 [-0.181851 -0.625000 0.228034]
 [-0.262783 -0.625000 0.126549]
 [-0.291667 -0.625000 0.000000]
 [-0.262783 -0.625000 -0.126549]
 [-0.181851 -0.625000 -0.228034]
 [-0.064902 -0.625000 -0.284354]
 [0.064902 -0.625000 -0.284354]
 [0.181851 -0.625000 -0.228034]
 [0.262783 -0.625000 -0.126549]
 [0.250000 -0.750000 0.000000]
 [0.216506 -0.750000 0.125000]
 [0.125000 -0.750000 0.216506]
 [0.000000 -0.750000 0.250000]
 [-0.125000 -0.750000 0.216506]
 [-0.216506 -0.750000 0.125000]
 [-0.250000 -0.750000 0.000000]
 [-0.216506 -0.750000 -0.125000]
 [-0.125000 -0.750000 -0.216506]
 [-0.000000 -0.750000 -0.250000]
 [0.125000 -0.750000 -0.216506]
 [0.216506 -0.750000 -0.125000]
 [0.208333 -0.875000 0.000000]
 [0.168545 -0.875000 0.122455]
 [0.064379 -0.875000 0.198137]
 [-0.064379 -0.875000 0.198137]
 [-0.168545 -0.875000 0.122455]
 [-0.208333 -0.875000 0.000000]
 [-0.168545 -0.875000 -0.122455]
 [-0.064379 -0.875000 -0.198137]
 [0.064379 -0.875000 -0.198137]
 [0.168545 -0.875000 -0.122455]
 [0.166667 -1.000000 0.000000]
 [0.117851 -1.000000 0.117851]
 [0.000000 -1.000000 0.166667]
 [-0.117851 -1.000000 0.117851]
 [-0.166667 -1.000000 0.000000]
 [-0.117851 -1.000000 -0.117851]
 [-0.000000 -1.000000 -0.166667]
 [0.117851 -1.000000 -0.117851]
