[[0.150000 -4.125000 0.000000]
 [0.093523 -4.125000 0.117275]
 [-0.033378 -4.125000 0.146239]
 [-0.135145 -4.125000 0.065083]
 [-0.135145 -4.125000 -0.065083]
 [-0.033378 -4.125000 -0.146239]
 [0.093523 -4.125000 -0.117275]
 [0.100000 -4.250000 0.000000]
 [0.030902 -4.250000 0.095106]
 [-0.080902 -4.250000 0.058779]
 [-0.080902 -4.250000 -0.058779]
 [0.030902 -4.250000 -0.095106]
 [0.050000 -4.375000 0.000000]
 [-0.050000 -4.375000 0.000000]
 [0.700000 -4.000000 0.500000]
 [0.661803 -4.000000 0.617557]
 [0.561803 -4.000000 0.690211]
 [0.438197 -4.000000 0.690211]
 [0.338197 -4.000000 0.617557]
 [0.300000 -4.000000 0.500000]
 [0.338197 -4.000000 0.382443]
 [0.438197 -4.000000 0.309789]
 [0.561803 -4.000000 0.309789]
 [0.661803 -4.000000 0.382443]
 [0.700000 -3.875000 0.500000]
 [0.661803 -3.875000 0.617557]
 [0.561803 -3.875000 0.690211]
 [0.438197 -3.875000 0.690211]
 [0.338197 -3.875000 0.617557]
 [0.300000 -3.875000 0.500000]
 [0.338197 -3.875000 0.382443]
 [0.438197 -3.875000 0.309789]
 [0.561803 -3.875000 0.309789]
 [0.661803 -3.875000 0.382443]
 [0.700000 -3.750000 0.500000]
 [0.661803 -3.750000 0.617557]
 [0.561803 -3.750000 0.690211]
 [0.438197 -3.750000 0.690211]
 [0.338197 -3.750000 0.617557]
 [0.300000 -3.750000 0.500000]
 [0.338197 -3.750000 0.382443]
 [0.438197 -3.750000 0.309789]
 [0.561803 -3.750000 0.309789]
 [0.661803 -3.750000 0.382443]
 [0.700000 -3.625000 0.500000]
 [0.661803 -3.625000 0.617557]
 [0.561803 -3.625000 0.690211]
 [0.438197 -3.625000 0.690211]
 [0.338197 -3.625000 0.617557]
 [0.300000 -3.625000 0.500000]
 [0.338197 -3.625000 0.382443]
 [0.438197 -3.625000 0.309789]
 [0.561803 -3.625000 0.309789]
 [0.661803 -3.625000 0.382443]
 [0.700000 -3.500000 0.500000]
 [0.661803 -3.500000 0.617557]
 [0.561803 -3.500000 0.690211]
 [0.438197 -3.500000 0.690211]
 [0.338197 -3.500000 0.617557]
 [0.300000 -3.500000 0.500000]
 [0.338197 -3.500000 0.382443]
 [0.438197 -3.500000 0.309789]
 [0.561803 -3.500000 0.309789]
 [0.661803 -3.500000 0.382443]
 [0.700000 -3.375000 0.500000]
 [0.661803 -3.375000 0.617557]
 [0.561803 -3.375000 0.690211]
 [0.438197 -3.375000 0.690211]
 [0.338197 -3.375000 0.617557]
 [0.300000 -3.375000 0.500000]
 [0.338197 -3.375000 0.382443]
 [0.438197 -3.375000 0.309789]
 [0.561803 -3.375000 0.309789]
 [0.661803 -3.375000 0.382443]
 [0.700000 -3.250000 0.500000]
 [0.661803 -3.250000 0.617557]
 [0.561803 -3.250000 0.690211]
 [0.438197 -3.250000 0.690211]
 [0.338197 -3.250000 0.617557]
 [0.300000 -3.250000 0.500000]
 [0.338197 -3.250000 0.382443]
 [0.438197 -3.250000 0.309789]
 [0.561803 -3.250000 0.309789]
 [0.661803 -3.250000 0.382443]
 [0.700000 -3.125000 0.500000]
 [0.661803 -3.125000 0.617557]
 [0.561803 -3.125000 0.690211]
 [0.438197 -3.125000 0.690211]
 [0.338197 -3.125000 0.617557]
 [0.300000 -3.125000 0.500000]
 [0.338197 -3.125000 0.382443]
 [0.438197 -3.125000 0.309789]
 [0.561803 -3.125000 0.309789]
 [0.661803 -3.125000 0.382443]
 [0.700000 -3.000000 0.500000]
 [0.661803 -3.000000 0.617557]
 [0.561803 -3.000000 0.690211]
 [0.438197 -3.000000 0.690211]
 [0.338197 -3.000000 0.617557]
 [0.300000 -3.000000 0.500000]
 [0.338197 -3.000000 0.382443]
 [0.438197 -3.000000 0.309789]
 [0.561803 -3.000000 0.309789]
 [0.661803 -3.000000 0.382443]
 [0.700000 -2.875000 0.500000]
 [0.661803 -2.875000 0.617557]
 [0.561803 -2.875000 0.690211]
 [0.438197 -2.875000 0.690211]
 [0.338197 -2.875000 0.617557]
 [0.300000 -2.875000 0.500000]
 [0.338197 -2.875000 0.382443]
 [0.438197 -2.875000 0.309789]
 [0.561803 -2.875000 0.309789]
 [0.661803 -2.875000 0.382443]
 [0.700000 -2.750000 0.500000]
 [0.661803 -2.750000 0.617557]
 [0.561803 -2.750000 0.690211]
 [0.438197 -2.750000 0.690211]
 [0.338197 -2.750000 0.617557]
 [0.300000 -2.750000 0.500000]
 [0.338197 -2.750000 0.382443]
 [0.438197 -2.750000 0.309789]
 [0.561803 -2.750000 0.309789]
 [0.661803 -2.750000 0.382443]
 [0.700000 -2.625000 0.500000]
 [0.661803 -2.625000 0.617557]
 [0.561803 -2.625000 0.690211]
 [0.438197 -2.625000 0.690211]
 [0.338197 -2.625000 0.617557]
 [0.300000 -2.625000 0.500000]
 [0.338197 -2.625000 0.382443]
 [0.438197 -2.625000 0.309789]
 [0.561803 -2.625000 0.309789]
 [0.661803 -2.625000 0.382443]
 [0.700000 -2.500000 0.500000]
 [0.661803 -2.500000 0.617557]
 [0.561803 -2.500000 0.690211]
 [0.438197 -2.500000 0.690211]
 [0.338197 -2.500000 0.617557]
 [0.300000 -2.500000 0.500000]
 [0.338197 -2.500000 0.382443]
 [0.438197 -2.500000 0.309789]
 [0.561803 -2.500000 0.309789]
 [0.661803 -2.500000 0.382443]
 [0.700000 -2.375000 0.500000]
 [0.661803 -2.375000 0.617557]
 [0.561803 -2.375000 0.690211]
 [0.438197 -2.375000 0.690211]
 [0.338197 -2.375000 0.617557]
 [0.300000 -2.375000 0.500000]
 [0.338197 -2.375000 0.382443]
 [0.438197 -2.375000 0.309789]
 [0.561803 -2.375000 0.309789]
 [0.661803 -2.375000 0.382443]
 [0.700000 -2.250000 0.500000]
 [0.661803 -2.250000 0.617557]
 [0.561803 -2.250000 0.690211]
 [0.438197 -2.250000 0.690211]
 [0.338197 -2.250000 0.617557]
 [0.300000 -2.250000 0.500000]
 [0.338197 -2.250000 0.382443]
 [0.438197 -2.250000 0.309789]
 [0.561803 -2.250000 0.309789]
 [0.661803 -2.250000 0.382443]
 [0.700000 -2.125000 0.500000]
 [0.661803 -2.125000 0.617557]
 [0.561803 -2.125000 0.690211]
 [0.438197 -2.125000 0.690211]
 [0.338197 -2.125000 0.617557]
 [0.300000 -2.125000 0.500000]
 [0.338197 -2.125000 0.382443]
 [0.438197 -2.125000 0.309789]
 [0.561803 -2.125000 0.309789]
 [0.661803 -2.125000 0.382443]
 [0.700000 -2.000000 0.500000]
 [0.661803 -2.000000 0.617557]
 [0.561803 -2.000000 0.690211]
 [0.438197 -2.000000 0.690211]
 [0.338197 -2.000000 0.617557]
 [0.300000 -2.000000 0.500000]
 [0.338197 -2.000000 0.382443]
 [0.438197 -2.000000 0.309789]
 [0.561803 -2.000000 0.309789]
 [0.661803 -2.000000 0.382443]
 [0.700000 -1.875000 0.500000]
 [0.661803 -1.875000 0.617557]
 [0.561803 -1.875000 0.690211]
 [0.438197 -1.875000 0.690211]
 [0.338197 -1.875000 0.617557]
 [0.300000 -1.875000 0.500000]
 [0.338197 -1.875000 0.382443]
 [0.438197 -1.875000 0.309789]
 [0.561803 -1.875000 0.309789]
 [0.661803 -1.875000 0.382443]
 [0.700000 -1.750000 0.500000]
 [0.661803 -1.750000 0.617557]
 [0.561803 -1.750000 0.690211]
 [0.438197 -1.750000 0.690211]
 [0.338197 -1.750000 0.617557]
 [0.300000 -1.750000 0.500000]
 [0.338197 -1.750000 0.382443]
 [0.438197 -1.750000 0.309789]
 [0.561803 -1.750000 0.309789]
 [0.661803 -1.750000 0.382443]
 [0.700000 -1.625000 0.500000]
 [0.661803 -1.625000 0.617557]
 [0.561803 -1.625000 0.690211]
 [0.438197 -1.625000 0.690211]
 [0.338197 -1.625000 0.617557]
 [0.300000 -1.625000 0.500000]
 [0.338197 -1.625000 0.382443]
 [0.438197 -1.625000 0.309789]
 [0.561803 -1.625000 0.309789]
 [0.661803 -1.625000 0.382443]
 [0.700000 -1.500000 0.500000]
